Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2020-04-15,16.7,16.8,15.2,15.66,52946
2020-04-16,15.56,16.16,15.56,15.96,22005
2020-04-17,16.2,16.4,16,16,17594
2020-04-20,16.16,16.22,15.8,16,16350
2020-04-21,16,16,14.6,14.7,35616
2020-04-22,14.6,15.3,14.6,15.26,14074
2020-04-23,15.3,15.76,15.26,15.46,11069
2020-04-24,15.66,16.3,15.5,16.04,43282
2020-04-27,16.38,16.4,16,16.1,16714
2020-04-28,16.3,16.3,16,16.02,11614
2020-04-29,16.28,23.7,16.18,23.7,203699
2020-04-30,24.5,24.6,20.6,20.7,280725
2020-05-04,21,22.3,19.98,21.4,77855
2020-05-05,21.7,22.2,21.05,21.5,34420
2020-05-06,21.6,22.7,21.15,21.8,50403
2020-05-07,21.8,22.45,21.5,22.15,26347
2020-05-08,22.15,22.2,21.7,22.1,14394
2020-05-11,22.1,22.45,21.8,21.95,20345
2020-05-12,22.1,22.2,21.5,22.15,23403
2020-05-13,22.15,23.9,21.85,23,73211
2020-05-14,22.95,22.95,18.52,21,90121
2020-05-15,21.4,23,21.4,22.1,53178
2020-05-18,23,23.4,22.05,22.5,27764
2020-05-19,22.95,24.1,22.35,24.1,86808
2020-05-20,23.7,23.8,23.15,23.7,44618
2020-05-21,23.8,23.85,23,23.7,39413
2020-05-22,23.7,23.8,22.85,23.7,23630
2020-05-25,23.7,26.2,23.45,25.9,134089
2020-05-26,26.1,27.85,26.1,27.85,139884
2020-05-27,27.9,28.25,26.75,27.1,53407
2020-05-28,27.4,28.25,27.4,28,33419
2020-05-29,28.2,28.2,26.9,27.6,23440
2020-06-01,27.85,30.5,27.85,30.4,68773
2020-06-02,30.7,33.5,30.7,33.5,101873
2020-06-03,33.6,38.4,33.6,37.5,136234
2020-06-04,38,38.5,34.05,35.3,105757
2020-06-05,35.3,36.4,33,36,92436
2020-06-08,36,36.8,34.2,36,36556
2020-06-09,36,36,35,35.45,23210
2020-06-10,35.5,36.4,35.45,36.05,11247
2020-06-12,33,36,32.1,36,41291
2020-06-15,35.1,35.6,33.2,34,37572
2020-06-16,35,35.5,34.2,35.45,15513
2020-06-17,35.5,35.85,35,35.6,12168
2020-06-18,35.6,35.8,35.1,35.8,9776
2020-06-19,35.2,37.2,35.1,36.4,15461
2020-06-22,36.4,40,35.9,39.95,53050
2020-06-23,39.95,44,39.75,42.9,60847
2020-06-24,42.5,43.5,41.05,41.7,43711
2020-06-25,41.5,41.7,38.2,41,44012
2020-06-26,42,44.4,41.7,42.4,31593
2020-06-29,43,45.5,41.5,44,37202
2020-06-30,45,45.5,44.1,44.65,15423
2020-07-01,44.65,45.5,44.4,45.5,28006
2020-07-02,45.5,51.9,45.5,51,74457
2020-07-03,52.3,57.1,52.3,57,74946
2020-07-06,59.1,78,59.1,72,165707
2020-07-07,74,80,65.3,70.9,213625
2020-07-08,70.9,70.9,63.9,68.8,77861
2020-07-09,68.8,69.8,65.1,65.4,44156
2020-07-10,65.5,77.8,59,70,193833
2020-07-13,72,72,66,67.3,41491
2020-07-14,67.5,68.6,63.1,65,34425
2020-07-15,64,70,63.5,67.3,47434
2020-07-16,68,68,66,67.5,9849
2020-07-17,70.3,72,68.7,69.9,60452
2020-07-20,70.4,72,68.2,71.3,32957
2020-07-21,71.9,71.9,68.7,70.5,30420
2020-07-22,70.3,75,70.3,73.7,38783
2020-07-23,74.5,75.6,72,72.1,53883
2020-07-24,72,72.5,70,70.8,18512
2020-07-27,71.6,77,70,76.2,46050
2020-07-28,76.9,92.2,76.7,91,121876
2020-07-29,92,94.5,86.5,89,53290
2020-07-30,89,90.4,71.2,73,125878
2020-07-31,73.2,87.1,73.2,83,76146
2020-08-03,84.2,89.8,84.2,89,50221
2020-08-04,91,94.5,89.5,91.5,50840
2020-08-05,93,105,92.2,105,91686
2020-08-06,103,112,100,110,116955
2020-08-07,111,111.6,100,108,78860
2020-08-10,108.6,109.4,101,101.8,43838
2020-08-11,101.8,102.8,86.6,94,99848
2020-08-12,91,91,78,79.6,129640
2020-08-13,65.6,91,64.8,86.5,295556
2020-08-14,88,91.5,85.3,87,43739
2020-08-17,87,91.4,87,90.4,35494
2020-08-18,91,91.9,81.4,82.5,56508
2020-08-19,79.4,82.9,75,75.9,76983
2020-08-20,76.1,81,76.1,79.4,25746
2020-08-21,81,81.9,76.9,79,15158
2020-08-24,81,81,75.4,75.9,26725
2020-08-25,75,75,70,72,56033
2020-08-26,71,72,70,72,22654
2020-08-27,72,74.5,70.4,74.2,16848
2020-08-28,74.7,78,74.7,77,18241
2020-08-31,78.5,88.4,78.5,86.3,53519
2020-09-01,91.5,95,86.5,87.9,56902
2020-09-02,90.1,90.8,81.5,87.4,35667
2020-09-03,87.5,90.8,84,85.9,29453
2020-09-04,82,84.6,78.1,79.4,28822
2020-09-07,81.2,83.2,71.3,76.8,39392
2020-09-08,77,77,62.3,68.9,89882
2020-09-09,65.8,78.6,56.4,78.6,54760
2020-09-10,80.9,81,72,74,26019
2020-09-11,74.1,75.6,71,71.2,16272
2020-09-14,71.6,73.4,71,71.8,10925
2020-09-15,73,75.3,72.4,75,10824
2020-09-16,75.2,77.4,72.1,74,8906
2020-09-17,73.5,73.5,71,71,13963
2020-09-18,73.4,75.8,72.1,75.8,12116
2020-09-21,76.5,76.5,72,73,10671
2020-09-22,72,73.9,71,73,10517
2020-09-23,73,73.5,71,71.2,9769
2020-09-24,70.5,73.2,66.1,73,21465
2020-09-25,73.8,82,69,74.6,56879
2020-09-28,76.8,76.8,71,73,21238
2020-09-29,73,74.5,72.1,74.5,9962
2020-09-30,73.9,74,72.2,73.5,9382
2020-10-01,73.5,74.5,72.2,73.4,6808
2020-10-02,72.4,73.4,71.2,71.7,13476
2020-10-05,71.7,73,70.4,72,12841
2020-10-06,72.8,72.8,70,72,12364
2020-10-07,72,75,70.6,73.3,30361
2020-10-08,74.4,74.4,68.5,70.8,35971
2020-10-09,70,70.6,67.5,70.2,52385
2020-10-12,79,79,70,70,103925
2020-10-13,70.6,71.7,66.1,68,40806
2020-10-14,67,67.1,61,61.2,83562
2020-10-15,60.2,60.5,53.6,54,77278
2020-10-16,52.1,63.6,51,63.6,164189
2020-10-19,62.8,62.8,58.4,59.2,39308
2020-10-20,61,61,55.1,56.4,33944
2020-10-21,56.4,56.4,53.1,53.1,29844
2020-10-22,52.5,54.8,51.4,52.4,30501
2020-10-23,52.4,52.9,50.4,51.3,24870
2020-10-26,51,51,46.4,46.5,81558
2020-10-27,45.4,53.5,43.3,46.75,146253
2020-10-28,47.2,47.2,38.45,40.4,111624
2020-10-29,40.1,43.1,37,41.85,85690
2020-10-30,41.85,41.85,37.65,38.85,48661
2020-11-02,39,46,39,43.85,70677
2020-11-03,46,51,45.2,50.4,142535
2020-11-04,53,54.5,50,52.5,109795
2020-11-05,55,59.1,53,58,112405
2020-11-06,58.9,62.5,51.8,55.2,146904
2020-11-09,58,64.9,51.1,64,137075
2020-11-10,64.7,65,58.2,62.5,60403
2020-11-12,63,64.5,59.1,62,26925
2020-11-13,63.6,64.4,59.6,59.8,39898
2020-11-16,62,62.5,60,60.2,21021
2020-11-17,61.5,61.8,57,58.3,22430
2020-11-18,58,58,55.5,55.7,26809
2020-11-19,55.4,55.5,52.8,55.5,31067
2020-11-20,56.8,61.4,56.1,60.5,47001
2020-11-23,62.5,66.9,62.5,63.9,54725
2020-11-24,63.5,63.5,60.4,61.6,19105
2020-11-25,62,62,59.4,60.4,19634
2020-11-26,60.6,60.6,59.5,59.5,8268
2020-11-27,60.8,60.8,56.4,59.7,17912
2020-11-30,60,60,57,57,19001
2020-12-01,57,58.9,55,55,32021
2020-12-02,55,59,53.2,57.6,35160
2020-12-03,58.4,58.8,56,57,17300
2020-12-04,57.8,57.8,55.5,55.6,17154
2020-12-07,56.7,56.7,55.4,56,13589
2020-12-08,56.4,56.4,55,55.3,16699
2020-12-09,55.6,58.3,54.3,56.4,37501
2020-12-10,57.4,57.9,55,56,19273
2020-12-11,55.9,55.9,50.5,54,49630
2020-12-14,54.3,54.3,50.6,51.2,42344
2020-12-15,51,54.3,51,52.8,21100
2020-12-16,52.8,54.3,50,51.9,53084
2020-12-17,51.9,51.9,50.2,50.5,30648
2020-12-18,50.3,51,48.5,51,37763
2020-12-21,51,51.2,47.05,48.1,32599
2020-12-22,48,48.5,46.5,48.4,67017
2020-12-23,48.4,48.6,47.1,48.2,39631
2020-12-28,48.4,58.1,48.4,58.1,162747
2020-12-29,60.8,64.4,58.9,58.9,156025
2020-12-30,56.7,57.7,54.4,55.7,70903
2021-01-04,57,63,55,60.9,76362
2021-01-05,61,62,58,61.8,72616
2021-01-07,60.9,64,59.5,61,47769
2021-01-08,61.5,61.7,57.5,58,54699
2021-01-11,53.3,53.7,45.5,48.7,538409
2021-01-12,47.9,51,46.05,49.3,119536
2021-01-13,49.5,50.2,47.5,48.35,37186
2021-01-14,49,50.7,48.75,49.8,41450
2021-01-15,49.1,49.1,47.7,48,30646
2021-01-18,47,47.85,44.8,45.35,84248
2021-01-19,45,47.95,44.05,47.95,46646
2021-01-20,48.5,49.45,46.45,48,29294
2021-01-21,48.85,48.85,46.5,46.9,13295
2021-01-22,46,46.8,45.1,45.8,17153
2021-01-25,46.25,46.3,44.05,45,45781
2021-01-26,45.15,45.25,42.3,43,82887
2021-01-27,43,43,40.2,40.8,105685
2021-01-28,40.95,45.55,39.5,44,120871
2021-01-29,44.5,46,44,44.3,42699
2021-02-01,44.9,44.95,43.3,44.1,18712
2021-02-02,44,44,42.6,43.75,17605
2021-02-03,43.75,44.9,43.5,43.6,10213
2021-02-04,44,44.35,43.55,43.8,6683
2021-02-05,44.2,44.2,43.45,43.9,5891
2021-02-08,44.4,47.8,44.4,46,81796
2021-02-09,46.3,46.3,44.05,44.4,34430
2021-02-10,45,46.45,45,45.6,35862
2021-02-11,45.9,46,44.55,45.85,21624
2021-02-12,45.5,49.45,45.05,48.5,49393
2021-02-15,49,53,48.5,53,77013
2021-02-16,53.3,53.3,51.3,51.4,43576
2021-02-17,51.5,51.8,47.5,50,36954
2021-02-18,50.2,50.9,49,49,16703
2021-02-19,49.05,49.3,46.6,48.05,42872
2021-02-22,48,48,45,46.7,26214
2021-02-23,47,47.65,45.25,47.05,18146
2021-02-24,47,48.1,46.35,46.6,11949
2021-02-25,48,48.9,46.6,48,15411
2021-02-26,48,48,46,47.4,15003
2021-03-01,48,48,46.05,47,8125
2021-03-02,47.45,47.5,46.1,47.1,8529
2021-03-03,47.1,47.35,46.2,46.7,13042
2021-03-04,47,47,45.35,45.85,20779
2021-03-05,46.4,47.3,45.5,47.3,12308
2021-03-08,47.9,48.4,47.25,47.85,13568
2021-03-09,47.95,48.3,46.8,47.05,9517
2021-03-10,46.9,47.15,45.5,45.8,17984
2021-03-11,45.8,48,45.75,47.2,19180
2021-03-12,47,47.95,46.1,46.85,13513
2021-03-15,46.65,48.35,46.55,47.4,17642
2021-03-16,47.95,48,46,46.65,18209
2021-03-17,46.7,47,43.9,45.8,21219
2021-03-18,45.8,47.3,45.5,47.15,11926
2021-03-19,47.9,47.9,46.5,47,13035
2021-03-22,47.2,47.2,45.95,46.2,10960
2021-03-23,46.25,49.5,46.2,48,47954
2021-03-24,48.15,48.3,46.2,46.7,18947
2021-03-25,47,47,45.2,45.95,15098
2021-03-26,46,47.3,45.5,46.8,6038
2021-03-29,46.85,47.3,46.55,46.85,6985
2021-03-30,47.2,47.2,46.2,46.85,9098
2021-03-31,46.55,47.4,45.9,46.5,12423
2021-04-01,46.9,47.1,45.8,46.68,12961
2021-04-06,46.98,47.66,46.74,47,20046
2021-04-07,47.2,50.2,47.2,48.4,44006
2021-04-08,49.02,49.9,46.2,47.04,29187
2021-04-09,47.38,47.46,46,47.1,30031
2021-04-12,49,49.6,46.96,47.3,28913
2021-04-13,47.78,47.78,46.56,47.1,13727
2021-04-14,47.1,47.36,46.7,46.98,10611
2021-04-15,47,47.6,46.64,47.4,11576
2021-04-16,47.7,47.7,45.94,46.82,17057
2021-04-19,46.9,46.9,45.28,45.6,34379
2021-04-20,45.8,46.28,43.9,44.02,25782
2021-04-21,44.02,44.46,43.2,43.34,14538
2021-04-22,44,44.5,43.6,44.46,10439
2021-04-23,44.02,44.5,43.2,43.2,7981
2021-04-26,43.96,44,40,41.5,42186
2021-04-27,41.2,43.2,40.88,43,23153
2021-04-28,44.9,44.9,42.7,43.1,13273
2021-04-29,43.98,44,43,43.28,17658
2021-04-30,43.5,43.74,42.6,43.26,9354
2021-05-04,43.54,43.6,42,42.34,11205
2021-05-05,42.4,42.98,41.5,42.58,10775
2021-05-06,42.5,42.78,41.84,42,5929
2021-05-07,41.92,42,41.4,41.96,11306
2021-05-10,41.9,41.96,40.34,40.58,30270
2021-05-11,40.3,40.54,39.02,39.7,22599
2021-05-12,39.2,40.3,39,40,14609
2021-05-13,40.38,41.02,39.5,39.84,13450
2021-05-14,40,42.5,39.94,42.28,16434
2021-05-17,42.5,42.5,39.5,40.52,33410
2021-05-18,40.88,40.98,39,39.4,18776
